timestamp,eeg1,eeg2,eeg3,eeg4,eeg5(aux)
1575789706.5267682,0.0,0.0,0.0,-0.48828125,0.0
1575789706.5267682,0.0,0.0,0.0,-0.48828125,0.0
1575789706.5267682,-24.4140625,-20.01953125,-33.69140625,40.0390625,0.0
1575789706.5267682,52.734375,41.015625,76.66015625,-140.625,0.0
1575789706.5267682,-298.33984375,-236.81640625,-391.11328125,505.37109375,0.0
1575789706.5267682,-784.1796875,-659.1796875,-1000.0,472.65625,0.0
1575789706.5267682,-752.9296875,-694.3359375,-665.52734375,-1000.0,0.0
1575789706.5267682,-744.62890625,-691.40625,-393.5546875,-792.48046875,0.0
1575789706.5267682,-752.44140625,-651.85546875,-772.94921875,830.078125,0.0
1575789706.5267682,-754.39453125,-637.6953125,-1000.0,915.0390625,0.0
1575789706.5267682,-760.25390625,-680.17578125,-788.57421875,-606.4453125,0.0
1575789706.5267682,-755.37109375,-698.2421875,-375.9765625,-1000.0,0.0
1575789706.5736432,-751.953125,-653.3203125,-666.015625,104.98046875,-0.48828125
1575789706.5736432,-754.8828125,-624.0234375,-1000.0,-789.55078125,-0.48828125
1575789706.5736432,-758.30078125,-669.43359375,-888.671875,39.0625,37.59765625
1575789706.5736432,-756.8359375,-698.73046875,-412.59765625,-1000.0,-123.046875
1575789706.5736432,-752.9296875,-662.59765625,-551.26953125,-244.140625,457.51953125
1575789706.5736432,-750.48828125,-621.09375,-1000.0,-815.91796875,645.99609375
1575789706.5736432,-756.8359375,-645.01953125,-957.51953125,240.234375,-764.16015625
1575789706.5736432,-756.8359375,-700.68359375,-380.37109375,-1000.0,-974.12109375
1575789706.5736432,-754.8828125,-680.17578125,-285.64453125,-441.89453125,288.0859375
1575789706.5736432,-753.90625,-617.1875,-902.34375,-881.34765625,761.71875
1575789706.5736432,-752.9296875,-623.53515625,-1000.0,537.109375,-423.33984375
1575789706.5736432,-756.8359375,-679.6875,-646.484375,-1000.0,-1000.0
1575789706.6205182,-756.34765625,-680.6640625,-441.40625,-922.8515625,-259.27734375
1575789706.6205182,-751.953125,-630.37109375,-827.1484375,602.5390625,714.35546875
1575789706.6205182,-750.9765625,-628.41796875,-1000.0,-927.734375,-64.94140625
1575789706.6205182,-756.34765625,-681.640625,-778.3203125,-378.41796875,-1000.0
1575789706.6205182,-756.8359375,-706.0546875,-423.33984375,-1000.0,-760.25390625
1575789706.6205182,-751.953125,-665.0390625,-678.22265625,-11.23046875,674.8046875
1575789706.6205182,-750.0,-640.13671875,-1000.0,-783.69140625,553.7109375
1575789706.6205182,-755.859375,-688.4765625,-764.16015625,183.10546875,-310.05859375
1575789706.6205182,-760.25390625,-713.8671875,-306.640625,-1000.0,-224.12109375
1575789706.6205182,-754.39453125,-678.22265625,-572.75390625,-261.23046875,71.77734375
1575789706.6205182,-752.44140625,-644.53125,-983.88671875,-809.5703125,400.87890625
1575789706.6205182,-757.8125,-663.0859375,-1000.0,240.234375,-535.15625
1575789706.6673932,-758.30078125,-704.1015625,-641.6015625,-1000.0,-1000.0
1575789706.6673932,-753.90625,-694.82421875,-532.71484375,-540.52734375,-480.46875
1575789706.6673932,-750.48828125,-651.85546875,-908.203125,-945.80078125,620.60546875
1575789706.6673932,-754.39453125,-655.2734375,-1000.0,660.15625,-51.26953125
1575789706.6673932,-759.765625,-698.73046875,-755.859375,-922.8515625,-1000.0
1575789706.6673932,-756.34765625,-701.66015625,-414.55078125,-1000.0,-416.50390625
1575789706.6673932,-750.9765625,-670.8984375,-707.51953125,401.3671875,873.046875
1575789706.6673932,-754.39453125,-660.15625,-1000.0,-824.70703125,-968.75
1575789706.6673932,-759.27734375,-686.03515625,-878.90625,-156.25,-331.54296875
1575789706.6673932,-756.34765625,-704.1015625,-497.55859375,-1000.0,-945.3125
1575789706.6673932,-753.90625,-666.50390625,-675.78125,-129.8828125,576.171875
1575789706.6673932,-752.9296875,-634.27734375,-1000.0,-793.45703125,293.9453125
1575789706.7142682,-757.32421875,-671.875,-938.96484375,219.7265625,-1000.0
1575789706.7142682,-758.30078125,-711.42578125,-520.5078125,-1000.0,-1000.0
1575789706.7142682,-754.39453125,-682.12890625,-541.9921875,-269.04296875,68.359375
1575789706.7142682,-750.48828125,-640.13671875,-971.19140625,-809.08203125,651.3671875
1575789706.7142682,-753.41796875,-656.25,-1000.0,349.12109375,-724.609375
1575789706.7142682,-756.8359375,-698.73046875,-595.703125,-1000.0,-1000.0
1575789706.7142682,-753.41796875,-694.82421875,-306.640625,-644.04296875,55.17578125
1575789706.7142682,-754.39453125,-640.13671875,-771.484375,962.890625,884.27734375
1575789706.7142682,-755.37109375,-630.37109375,-1000.0,838.37890625,-390.625
1575789706.7142682,-756.34765625,-682.12890625,-727.05078125,-693.84765625,-1000.0
1575789706.7142682,-756.34765625,-688.4765625,-361.81640625,-1000.0,-590.8203125
1575789706.7142682,-752.9296875,-636.71875,-730.46875,211.42578125,676.26953125
1575789706.7611432,-751.953125,-620.1171875,-1000.0,-792.48046875,162.59765625
1575789706.7611432,-755.859375,-666.50390625,-830.078125,-29.78515625,-1000.0
1575789706.7611432,-756.8359375,-694.82421875,-383.7890625,-1000.0,-912.109375
1575789706.7611432,-753.41796875,-657.2265625,-611.328125,-237.79296875,124.0234375
1575789706.7611432,-750.0,-620.1171875,-1000.0,-816.40625,296.875
1575789706.7611432,-752.9296875,-656.25,-902.83203125,238.28125,-804.6875
1575789706.7611432,-756.34765625,-696.2890625,-427.24609375,-1000.0,-435.546875
1575789706.7611432,-753.90625,-672.36328125,-492.1875,-362.3046875,339.35546875
1575789706.7611432,-751.953125,-618.65234375,-990.234375,-844.7265625,282.71484375
1575789706.7611432,-754.39453125,-634.765625,-930.17578125,465.8203125,-564.94140625
1575789706.7611432,-758.30078125,-687.01171875,-509.765625,-1000.0,-1000.0
1575789706.7611432,-757.8125,-675.78125,-466.30859375,-795.41015625,-485.83984375
1575789706.8080182,-751.953125,-638.18359375,-844.23828125,779.78515625,375.0
1575789706.8080182,-752.44140625,-635.25390625,-1000.0,988.28125,-169.43359375
1575789706.8080182,-757.8125,-678.22265625,-811.03515625,-491.2109375,-1000.0
1575789706.8080182,-755.37109375,-694.3359375,-464.35546875,-1000.0,-873.53515625
1575789706.8080182,-751.46484375,-652.34375,-729.98046875,77.1484375,213.8671875
1575789706.8080182,-751.46484375,-630.859375,-1000.0,-840.8203125,551.7578125
1575789706.8080182,-756.8359375,-671.875,-863.28125,11.23046875,-631.8359375
1575789706.8080182,-758.30078125,-701.171875,-414.55078125,-1000.0,-1000.0
1575789706.8080182,-751.46484375,-664.55078125,-538.0859375,-250.9765625,-150.390625
1575789706.8080182,-749.51171875,-627.9296875,-960.9375,-814.94140625,987.79296875
1575789706.8080182,-758.7890625,-645.01953125,-994.62890625,240.234375,26.85546875
1575789706.8080182,-757.8125,-680.6640625,-629.39453125,-1000.0,-1000.0
1575789706.8548932,-753.90625,-671.875,-512.20703125,-466.796875,-320.80078125
1575789706.8548932,-754.8828125,-625.48828125,-889.16015625,-897.94921875,629.39453125
1575789706.8548932,-757.32421875,-619.62890625,-1000.0,592.28515625,-425.78125
1575789706.8548932,-757.8125,-665.52734375,-742.1875,-998.53515625,-1000.0
1575789706.8548932,-755.37109375,-675.29296875,-419.43359375,-938.4765625,-459.47265625
1575789706.8548932,-752.9296875,-629.8828125,-747.55859375,562.5,942.87109375
1575789706.8548932,-754.39453125,-616.69921875,-1000.0,-865.72265625,268.06640625
1575789706.8548932,-758.7890625,-669.43359375,-859.86328125,-252.44140625,-1000.0
1575789706.8548932,-755.37109375,-703.61328125,-341.796875,-1000.0,-626.953125
1575789706.8548932,-752.44140625,-671.875,-521.484375,-69.3359375,908.203125
1575789706.8548932,-755.859375,-631.34765625,-1000.0,-787.59765625,181.640625
1575789706.8548932,-756.34765625,-661.62109375,-924.8046875,213.8671875,-1000.0
1575789706.9017682,-755.37109375,-701.66015625,-475.5859375,-1000.0,-856.4453125
1575789706.9017682,-754.8828125,-679.6875,-593.75,-272.94921875,120.1171875
1575789706.9017682,-752.44140625,-646.97265625,-1000.0,-785.15625,267.578125
1575789706.9017682,-754.8828125,-668.9453125,-977.5390625,229.4921875,-790.0390625
1575789706.9017682,-757.32421875,-708.0078125,-577.1484375,-1000.0,-1000.0
1575789706.9017682,-754.8828125,-697.75390625,-473.6328125,-283.203125,61.5234375
1575789706.9017682,-751.953125,-651.3671875,-880.859375,-995.60546875,-962.890625
1575789706.9017682,-751.46484375,-646.484375,-1000.0,750.48828125,-335.9375
1575789706.9017682,-756.34765625,-698.73046875,-566.89453125,-849.609375,-699.21875
1575789706.9017682,-761.23046875,-700.68359375,-357.91015625,-982.91015625,357.421875
1575789706.9017682,-752.9296875,-645.99609375,-844.23828125,524.90234375,447.75390625
1575789706.9017682,-750.48828125,-637.20703125,-1000.0,-835.44921875,-278.80859375
1575789706.9486432,-757.8125,-680.6640625,-860.83984375,-125.9765625,-1000.0
1575789706.9486432,-756.8359375,-702.1484375,-505.859375,-1000.0,-969.23828125
1575789706.9486432,-753.41796875,-666.015625,-703.125,-196.2890625,-39.0625
1575789706.9486432,-752.44140625,-634.27734375,-1000.0,-808.59375,210.9375
1575789706.9486432,-758.30078125,-666.015625,-931.640625,229.00390625,-785.15625
1575789706.9486432,-759.765625,-707.03125,-481.4453125,-1000.0,-837.890625
1575789706.9486432,-753.90625,-691.89453125,-502.44140625,-270.01953125,291.015625
1575789706.9486432,-750.9765625,-651.3671875,-951.66015625,-811.03515625,957.51953125
1575789706.9486432,-757.8125,-658.69140625,-1000.0,408.203125,380.859375
1575789706.9486432,-761.71875,-700.1953125,-672.8515625,-1000.0,-883.30078125
1575789706.9486432,-754.8828125,-701.171875,-520.5078125,-677.24609375,-521.484375
1575789706.9486432,-750.0,-658.69140625,-854.98046875,925.78125,884.27734375
1575789706.9955182,-753.90625,-652.34375,-1000.0,898.92578125,-28.80859375
1575789706.9955182,-757.32421875,-697.75390625,-779.296875,-607.421875,-1000.0
1575789706.9955182,-755.859375,-712.40234375,-395.99609375,-1000.0,-805.17578125
1575789706.9955182,-753.41796875,-667.96875,-699.21875,149.4140625,494.62890625
1575789706.9955182,-751.46484375,-643.5546875,-1000.0,-792.96875,134.765625
1575789706.9955182,-754.39453125,-685.05859375,-842.28515625,-10.7421875,-1000.0
1575789706.9955182,-755.37109375,-709.9609375,-373.046875,-1000.0,-830.078125
1575789706.9955182,-753.41796875,-673.828125,-458.49609375,-238.76953125,549.31640625
1575789706.9955182,-754.8828125,-627.44140625,-934.5703125,-815.91796875,508.7890625
1575789706.9955182,-756.34765625,-652.83203125,-1000.0,238.76953125,-925.29296875
1575789706.9955182,-754.8828125,-704.1015625,-545.8984375,-1000.0,-1000.0
1575789706.9955182,-754.8828125,-683.10546875,-495.60546875,-380.37109375,-58.59375
1575789707.0423932,-753.41796875,-631.34765625,-955.56640625,-854.98046875,472.65625
1575789707.0423932,-754.8828125,-638.18359375,-1000.0,518.5546875,-623.53515625
1575789707.0423932,-757.32421875,-687.5,-658.69140625,-1000.0,-1000.0
1575789707.0423932,-755.37109375,-688.4765625,-418.9453125,-858.3984375,-464.84375
1575789707.0423932,-750.48828125,-640.625,-816.89453125,697.75390625,500.48828125
1575789707.0423932,-751.953125,-635.7421875,-1000.0,-964.84375,-73.73046875
1575789707.0423932,-756.8359375,-695.80078125,-697.265625,-426.26953125,-1000.0
1575789707.0423932,-756.8359375,-713.8671875,-250.9765625,-1000.0,15.625
1575789707.0423932,-755.37109375,-656.73828125,-701.171875,10.25390625,948.2421875
1575789707.0423932,-751.953125,-625.0,-1000.0,-785.15625,-195.3125
1575789707.0423932,-755.37109375,-671.875,-881.8359375,155.2734375,-1000.0
1575789707.0423932,-757.32421875,-706.54296875,-502.9296875,-1000.0,-1000.0
1575789707.0892682,-754.39453125,-670.8984375,-641.6015625,-257.8125,-208.49609375
1575789707.0892682,-751.46484375,-635.25390625,-1000.0,-809.08203125,132.8125
1575789707.0892682,-755.37109375,-659.1796875,-974.12109375,239.2578125,-833.984375
1575789707.0892682,-759.27734375,-701.171875,-603.02734375,-1000.0,-1000.0
1575789707.0892682,-754.8828125,-690.91796875,-532.2265625,-480.46875,-158.69140625
1575789707.0892682,-750.9765625,-643.06640625,-923.828125,-907.71484375,899.4140625
1575789707.0892682,-753.41796875,-647.4609375,-982.421875,624.0234375,464.35546875
1575789707.0892682,-759.27734375,-687.01171875,-614.2578125,-958.984375,-423.828125
1575789707.0892682,-758.30078125,-684.08203125,-465.8203125,-1000.0,-771.97265625
1575789707.0892682,-751.46484375,-634.27734375,-824.70703125,468.75,301.7578125
1575789707.0892682,-753.41796875,-616.2109375,-1000.0,-848.6328125,-39.0625
1575789707.0892682,-761.71875,-658.203125,-845.21484375,-223.14453125,-1000.0
1575789707.1361432,-757.32421875,-680.17578125,-479.98046875,-1000.0,-998.046875
