timestamp,eeg1,eeg2,eeg3,eeg4,eeg5(aux)
1578460524.665378,0.0,0.0,-0.48828125,0.0,0.0
1578460524.665378,0.0,0.0,0.0,0.0,0.0
1578460524.665378,-27.34375,-1.46484375,7.32421875,-35.64453125,0.0
1578460524.665378,59.08203125,2.44140625,-16.6015625,135.7421875,0.0
1578460524.665378,-336.9140625,-19.04296875,103.515625,-533.69140625,0.0
1578460524.665378,-885.7421875,-52.24609375,268.5546875,-315.4296875,0.0
1578460524.665378,-852.5390625,-76.171875,297.8515625,947.75390625,0.0
1578460524.665378,-842.7734375,-104.98046875,433.59375,-825.68359375,0.0
1578460524.665378,-857.421875,-83.984375,383.7890625,75.1953125,0.0
1578460524.665378,-856.4453125,-46.38671875,169.43359375,-812.01171875,0.0
1578460524.665378,-854.00390625,-60.546875,229.98046875,590.8203125,0.0
1578460524.665378,-852.5390625,-104.00390625,456.54296875,-780.2734375,0.0
1578460524.712253,-856.93359375,-101.5625,435.546875,436.5234375,-0.48828125
1578460524.712253,-859.86328125,-59.5703125,185.546875,-967.7734375,-0.9765625
1578460524.712253,-856.93359375,-54.6875,211.9140625,15.13671875,30.2734375
1578460524.712253,-858.3984375,-96.19140625,457.51953125,-853.02734375,-70.80078125
1578460524.712253,-856.93359375,-109.86328125,437.01171875,931.640625,358.88671875
1578460524.712253,-856.4453125,-79.58984375,319.82421875,-431.640625,903.3203125
1578460524.712253,-858.88671875,-75.68359375,312.5,-285.64453125,646.484375
1578460524.712253,-857.91015625,-112.79296875,617.1875,-947.75390625,771.97265625
1578460524.712253,-858.88671875,-130.859375,742.67578125,-877.9296875,870.60546875
1578460524.712253,-857.91015625,-98.14453125,241.2109375,-185.05859375,572.75390625
1578460524.712253,-856.4453125,-81.0546875,129.8828125,-482.421875,520.99609375
1578460524.712253,-858.88671875,-114.2578125,357.421875,937.5,779.78515625
1578460524.759128,-858.88671875,-145.99609375,371.09375,-803.7109375,951.171875
1578460524.759128,-855.46875,-118.65234375,195.80078125,77.1484375,671.38671875
1578460524.759128,-854.4921875,-90.33203125,151.85546875,-718.75,541.015625
1578460524.759128,-858.88671875,-109.375,328.61328125,687.5,819.3359375
1578460524.759128,-860.3515625,-137.20703125,398.4375,-834.9609375,875.9765625
1578460524.759128,-858.88671875,-134.27734375,364.2578125,683.59375,921.875
1578460524.759128,-858.3984375,-101.5625,309.5703125,-357.421875,950.1953125
1578460524.759128,-855.95703125,-103.515625,565.4296875,420.41015625,992.1875
1578460524.759128,-860.3515625,-139.16015625,590.33203125,-904.78515625,801.7578125
1578460524.759128,-860.83984375,-139.16015625,364.2578125,-957.03125,136.71875
1578460524.759128,-858.88671875,-102.05078125,321.77734375,-127.9296875,322.265625
1578460524.759128,-858.88671875,-92.7734375,232.91015625,-264.6484375,750.48828125
1578460524.806003,-859.86328125,-125.0,257.8125,999.51171875,321.2890625
1578460524.806003,-857.91015625,-144.04296875,304.6875,-847.16796875,87.890625
1578460524.806003,-854.4921875,-126.953125,282.2265625,266.11328125,498.046875
1578460524.806003,-856.4453125,-111.328125,205.078125,-310.546875,806.15234375
1578460524.806003,-856.93359375,-145.01953125,248.046875,928.7109375,510.25390625
1578460524.806003,-854.4921875,-179.19921875,401.3671875,-992.67578125,814.94140625
1578460524.806003,-856.4453125,-168.9453125,552.734375,-974.609375,-973.14453125
1578460524.806003,-863.28125,-145.99609375,505.37109375,306.640625,946.2890625
1578460524.806003,-862.3046875,-152.83203125,210.9375,284.1796875,533.203125
1578460524.806003,-855.46875,-192.87109375,278.3203125,-805.17578125,664.55078125
1578460524.806003,-856.4453125,-197.265625,316.40625,710.9375,-935.05859375
1578460524.806003,-857.91015625,-163.57421875,175.78125,-667.96875,465.33203125
1578460524.852878,-859.375,-164.55078125,188.96484375,100.5859375,-86.42578125
1578460524.852878,-859.375,-204.1015625,317.3828125,-892.578125,0.0
1578460524.852878,-857.421875,-221.6796875,361.81640625,-944.3359375,571.77734375
1578460524.852878,-856.4453125,-194.3359375,161.62109375,-195.3125,440.4296875
1578460524.852878,-852.5390625,-174.31640625,96.19140625,-313.96484375,140.13671875
1578460524.852878,-854.00390625,-205.56640625,355.95703125,-987.79296875,790.52734375
1578460524.852878,-860.83984375,-236.81640625,647.4609375,-829.58984375,-938.96484375
1578460524.852878,-863.28125,-204.1015625,380.37109375,42.48046875,678.22265625
1578460524.852878,-858.3984375,-167.48046875,54.6875,-435.05859375,-125.48828125
1578460524.852878,-856.93359375,-187.5,309.08203125,910.64453125,-87.40234375
1578460524.852878,-857.91015625,-215.33203125,506.8359375,-853.515625,452.1484375
1578460524.852878,-859.86328125,-200.68359375,309.5703125,550.78125,643.5546875
1578460524.899753,-864.74609375,-170.8984375,104.98046875,-514.16015625,608.3984375
1578460524.899753,-859.86328125,-187.98828125,267.578125,455.56640625,434.5703125
1578460524.899753,-856.93359375,-221.19140625,509.765625,-836.42578125,600.5859375
1578460524.899753,-860.3515625,-206.54296875,390.13671875,848.14453125,207.03125
1578460524.899753,-862.3046875,-164.55078125,143.5546875,-341.30859375,196.2890625
1578460524.899753,-862.3046875,-170.8984375,357.421875,122.55859375,854.00390625
1578460524.899753,-864.2578125,-212.890625,631.34765625,-910.64453125,958.0078125
1578460524.899753,-864.2578125,-213.8671875,410.64453125,-900.390625,247.55859375
1578460524.899753,-860.83984375,-174.31640625,147.4609375,-30.76171875,-202.1484375
1578460524.899753,-860.3515625,-159.66796875,350.5859375,-273.4375,390.625
1578460524.899753,-862.3046875,-186.03515625,508.30078125,-997.55859375,762.20703125
1578460524.899753,-861.328125,-205.56640625,319.82421875,-847.16796875,422.8515625
1578460524.946628,-855.95703125,-183.59375,246.58203125,248.53515625,-10.7421875
1578460524.946628,-854.4921875,-144.53125,210.44921875,-316.40625,357.421875
1578460524.946628,-860.3515625,-154.296875,256.8359375,901.3671875,996.58203125
1578460524.946628,-860.3515625,-186.5234375,312.98828125,-951.66015625,643.5546875
1578460524.946628,-855.95703125,-178.22265625,317.87109375,889.6484375,160.64453125
1578460524.946628,-860.3515625,-146.97265625,344.23828125,465.33203125,710.44921875
1578460524.946628,-861.328125,-147.4609375,373.046875,699.70703125,-936.03515625
1578460524.946628,-854.98046875,-171.875,447.75390625,980.46875,388.18359375
1578460524.946628,-855.95703125,-169.921875,459.9609375,-884.27734375,-12.20703125
1578460524.946628,-857.91015625,-137.6953125,472.16796875,312.5,707.51953125
1578460524.946628,-856.93359375,-119.140625,297.36328125,-64.94140625,511.71875
1578460524.946628,-859.375,-144.04296875,233.3984375,967.7734375,-133.7890625
1578460524.993503,-860.83984375,-162.59765625,399.90234375,-814.94140625,291.50390625
1578460524.993503,-859.86328125,-134.765625,293.9453125,-4.39453125,593.26171875
1578460524.993503,-860.83984375,-113.76953125,139.6484375,-301.26953125,183.59375
1578460524.993503,-858.88671875,-143.06640625,260.25390625,997.55859375,-70.80078125
1578460524.993503,-853.02734375,-182.12890625,438.96484375,-900.87890625,424.8046875
1578460524.993503,-853.515625,-174.31640625,428.7109375,600.09765625,992.67578125
1578460524.993503,-857.91015625,-144.04296875,298.33984375,145.5078125,958.984375
1578460524.993503,-859.86328125,-152.34375,258.30078125,839.35546875,923.828125
1578460524.993503,-856.4453125,-190.4296875,590.33203125,-865.72265625,994.140625
1578460524.993503,-861.328125,-179.19921875,667.96875,630.37109375,870.60546875
1578460524.993503,-863.28125,-126.953125,149.4140625,-813.4765625,145.99609375
1578460524.993503,-859.375,-129.39453125,141.11328125,-5.859375,-372.55859375
1578460525.040378,-859.86328125,-184.08203125,396.484375,-868.1640625,313.96484375
1578460525.040378,-863.28125,-194.82421875,321.2890625,-994.140625,495.1171875
1578460525.040378,-859.86328125,-150.87890625,107.91015625,-338.37890625,-16.6015625
1578460525.040378,-859.375,-144.04296875,151.3671875,-305.6640625,0.0
1578460525.040378,-862.79296875,-180.17578125,388.671875,-971.19140625,499.51171875
1578460525.040378,-859.86328125,-195.80078125,458.0078125,-865.72265625,-960.9375
1578460525.040378,-860.3515625,-168.45703125,330.56640625,255.859375,919.43359375
1578460525.040378,-860.83984375,-143.5546875,273.4375,-167.96875,540.0390625
1578460525.040378,-862.3046875,-178.22265625,606.4453125,933.10546875,825.68359375
1578460525.040378,-863.76953125,-201.171875,558.10546875,-844.23828125,747.0703125
1578460525.040378,-861.328125,-169.43359375,200.1953125,393.5546875,-237.79296875
1578460525.040378,-859.375,-140.625,238.28125,-120.1171875,-117.1875
1578460525.087253,-859.86328125,-145.99609375,307.12890625,886.71875,482.421875
1578460525.087253,-861.81640625,-168.9453125,296.38671875,-942.87109375,128.90625
1578460525.087253,-862.3046875,-163.57421875,250.9765625,880.37109375,-225.09765625
1578460525.087253,-862.79296875,-135.7421875,225.09765625,259.765625,187.5
1578460525.087253,-863.76953125,-132.32421875,251.46484375,530.2734375,699.70703125
1578460525.087253,-863.28125,-163.57421875,409.1796875,-937.98828125,799.8046875
1578460525.087253,-863.28125,-178.22265625,429.19921875,935.546875,919.921875
1578460525.087253,-864.74609375,-160.15625,455.078125,950.68359375,968.26171875
1578460525.087253,-867.1875,-151.85546875,511.23046875,972.65625,979.98046875
1578460525.087253,-865.72265625,-167.96875,281.73828125,895.99609375,233.3984375
1578460525.087253,-859.375,-188.4765625,265.625,-838.37890625,-95.21484375
1578460525.087253,-858.88671875,-169.921875,245.60546875,254.8828125,752.44140625
1578460525.134128,-867.1875,-148.4375,101.5625,-293.9453125,477.5390625
1578460525.134128,-863.76953125,-180.17578125,213.8671875,903.80859375,-260.25390625
1578460525.134128,-859.86328125,-211.9140625,426.7578125,-856.93359375,-103.02734375
1578460525.134128,-867.67578125,-191.40625,319.82421875,597.65625,510.7421875
1578460525.134128,-866.69921875,-156.25,101.5625,-255.859375,527.34375
1578460525.134128,-859.86328125,-168.45703125,240.234375,652.34375,707.03125
1578460525.134128,-860.83984375,-200.68359375,466.796875,-917.48046875,988.28125
1578460525.134128,-863.76953125,-202.63671875,620.1171875,-994.140625,999.0234375
1578460525.134128,-868.1640625,-161.62109375,347.65625,-158.69140625,690.91796875
1578460525.134128,-864.74609375,-144.53125,41.9921875,-53.22265625,-239.2578125
1578460525.134128,-862.3046875,-189.453125,322.75390625,-935.05859375,-193.84765625
1578460525.134128,-865.234375,-193.359375,399.90234375,-872.55859375,433.59375
1578460525.181003,-864.2578125,-151.3671875,126.46484375,46.38671875,70.80078125
1578460525.181003,-861.81640625,-133.7890625,62.98828125,-257.8125,230.46875
1578460525.181003,-862.3046875,-168.9453125,310.546875,-976.07421875,-970.703125
1578460525.181003,-864.74609375,-198.73046875,398.4375,-943.359375,684.08203125
1578460525.181003,-862.79296875,-175.78125,267.08984375,598.6328125,114.2578125
1578460525.181003,-863.76953125,-143.5546875,200.1953125,373.53515625,689.453125
1578460525.181003,-864.2578125,-166.015625,483.3984375,898.4375,-979.98046875
1578460525.181003,-864.2578125,-199.70703125,685.546875,-886.71875,959.9609375
1578460525.181003,-864.74609375,-172.8515625,271.484375,658.69140625,334.9609375
1578460525.181003,-860.83984375,-140.13671875,63.96484375,-440.4296875,-456.54296875
1578460525.181003,-859.375,-154.296875,194.82421875,448.2421875,229.98046875
1578460525.181003,-858.88671875,-186.03515625,295.8984375,-872.55859375,543.9453125
1578460525.227878,-862.79296875,-180.6640625,203.61328125,970.21484375,-132.8125
1578460525.227878,-862.3046875,-151.3671875,123.046875,-225.5859375,-190.91796875
1578460525.227878,-862.3046875,-145.99609375,204.1015625,-5.859375,426.26953125
1578460525.227878,-863.76953125,-177.24609375,270.01953125,-878.90625,514.6484375
1578460525.227878,-859.375,-187.98828125,270.99609375,-998.53515625,564.94140625
1578460525.227878,-858.88671875,-162.59765625,260.25390625,571.2890625,974.12109375
1578460525.227878,-863.28125,-151.3671875,445.3125,547.8515625,-986.328125
1578460525.227878,-866.2109375,-168.45703125,510.7421875,983.3984375,675.29296875
1578460525.227878,-867.1875,-185.05859375,294.43359375,-937.01171875,-58.59375
1578460525.227878,-862.79296875,-167.48046875,245.1171875,587.40234375,-56.640625
1578460525.227878,-864.74609375,-144.04296875,216.30859375,-390.625,372.0703125
1578460525.227878,-866.2109375,-159.66796875,170.8984375,457.03125,117.67578125
1578460525.274753,-864.2578125,-179.6875,254.8828125,-826.171875,-250.9765625
1578460525.274753,-860.83984375,-171.875,297.36328125,797.36328125,274.90234375
1578460525.274753,-863.28125,-145.5078125,187.5,-627.9296875,691.89453125
1578460525.274753,-864.74609375,-136.23046875,128.41796875,-74.70703125,92.28515625
1578460525.274753,-859.86328125,-173.33984375,263.18359375,-904.78515625,105.46875
1578460525.274753,-859.375,-189.94140625,472.16796875,-903.80859375,844.23828125
1578460525.274753,-863.76953125,-157.71484375,433.59375,-64.94140625,956.54296875
1578460525.274753,-864.2578125,-137.6953125,166.9921875,-293.9453125,832.03125
1578460525.274753,-858.3984375,-161.1328125,211.42578125,997.0703125,123.53515625
1578460525.274753,-860.3515625,-188.4765625,520.99609375,-820.80078125,250.48828125
1578460525.274753,-862.79296875,-171.38671875,465.33203125,29.78515625,561.5234375
1578460525.274753,-863.76953125,-145.5078125,116.69921875,-587.890625,-47.8515625
1578460525.321628,-862.79296875,-162.109375,207.51953125,823.73046875,-147.4609375
1578460525.321628,-865.234375,-193.359375,379.39453125,-783.69140625,415.0390625
1578460525.321628,-870.60546875,-171.875,238.76953125,157.2265625,520.5078125
1578460525.321628,-866.2109375,-132.32421875,49.8046875,-964.84375,-59.5703125
1578460525.321628,-860.83984375,-142.578125,187.5,353.515625,175.29296875
1578460525.321628,-862.79296875,-182.6171875,461.42578125,-844.7265625,809.5703125
1578460525.321628,-862.3046875,-176.7578125,443.359375,858.3984375,-996.09375
1578460525.321628,-860.3515625,-134.765625,164.0625,-570.3125,324.70703125
1578460525.321628,-863.76953125,-145.5078125,174.8046875,-218.75,40.52734375
1578460525.321628,-865.234375,-190.4296875,641.6015625,-881.8359375,743.1640625
1578460525.321628,-866.2109375,-183.59375,499.0234375,-969.7265625,924.8046875
1578460525.321628,-863.28125,-145.01953125,65.4296875,-351.07421875,328.61328125
1578460525.368503,-862.79296875,-134.27734375,188.96484375,-310.546875,141.11328125
1578460525.368503,-865.234375,-165.0390625,363.28125,-963.37890625,556.640625
1578460525.368503,-865.72265625,-181.640625,265.13671875,-848.6328125,309.5703125
1578460525.368503,-862.79296875,-150.390625,111.328125,-28.80859375,-107.91015625
1578460525.368503,-862.3046875,-129.8828125,161.62109375,-357.91015625,260.25390625
1578460525.368503,-864.2578125,-160.15625,363.76953125,963.37890625,923.33984375
1578460525.368503,-865.234375,-185.05859375,440.91796875,-808.10546875,-958.49609375
1578460525.368503,-863.76953125,-166.015625,254.39453125,128.90625,455.078125
1578460525.368503,-861.328125,-139.6484375,286.62109375,-339.35546875,387.6953125
1578460525.368503,-864.2578125,-149.90234375,517.08984375,963.8671875,990.234375
1578460525.368503,-868.1640625,-181.15234375,310.05859375,-992.67578125,332.03125
1578460525.368503,-862.79296875,-177.24609375,200.68359375,982.421875,-252.44140625
1578460525.415378,-861.81640625,-143.06640625,162.59765625,-314.453125,494.62890625
1578460525.415378,-868.1640625,-140.13671875,118.1640625,-206.0546875,645.5078125
1578460525.415378,-866.69921875,-173.33984375,213.8671875,-953.125,-65.91796875
1578460525.415378,-861.81640625,-188.96484375,331.0546875,-857.421875,-91.30859375
1578460525.415378,-861.328125,-166.50390625,261.71875,8.7890625,513.671875
1578460525.415378,-863.76953125,-152.34375,205.56640625,-266.11328125,987.79296875
1578460525.415378,-865.72265625,-171.875,345.21484375,986.81640625,985.3515625
1578460525.415378,-864.74609375,-187.98828125,421.38671875,-881.8359375,656.73828125
1578460525.415378,-865.72265625,-175.29296875,520.01953125,601.5625,709.47265625
1578460525.415378,-868.1640625,-141.6015625,271.97265625,-332.03125,808.59375
1578460525.415378,-866.2109375,-145.5078125,67.87109375,593.75,-58.10546875
1578460525.415378,-864.2578125,-174.8046875,308.59375,-759.27734375,-61.03515625
1578460525.462253,-863.28125,-164.55078125,291.015625,419.43359375,478.515625
1578460525.462253,-867.1875,-120.60546875,42.96875,-972.65625,73.73046875
1578460525.462253,-867.67578125,-120.60546875,67.87109375,33.69140625,-133.30078125
1578460525.462253,-865.234375,-158.203125,330.078125,-842.28515625,526.3671875
1578460525.462253,-865.72265625,-156.25,325.1953125,892.578125,831.0546875
1578460525.462253,-865.72265625,-121.09375,189.94140625,-467.7734375,813.96484375
1578460525.462253,-866.2109375,-115.72265625,200.1953125,-228.515625,965.33203125
1578460525.462253,-865.234375,-153.3203125,527.34375,-938.96484375,956.0546875
1578460525.462253,-868.1640625,-163.57421875,652.83203125,-880.859375,975.09765625
1578460525.462253,-867.67578125,-113.76953125,150.87890625,-154.78515625,264.6484375
1578460525.462253,-866.2109375,-93.75,38.57421875,-443.359375,-475.5859375
1578460525.462253,-866.69921875,-128.90625,266.11328125,952.1484375,207.51953125
1578460525.509128,-868.1640625,-143.06640625,277.34375,-812.98828125,596.19140625
1578460525.509128,-866.69921875,-113.28125,97.65625,72.75390625,-77.1484375
1578460525.509128,-863.76953125,-83.984375,49.31640625,-780.76171875,-207.51953125
1578460525.509128,-865.234375,-100.5859375,220.21484375,611.328125,412.109375
1578460525.509128,-867.1875,-137.6953125,285.15625,-781.73828125,546.875
1578460525.509128,-866.2109375,-131.8359375,252.44140625,496.58203125,642.578125
1578460525.509128,-867.1875,-94.23828125,184.5703125,-761.71875,927.734375
1578460525.509128,-868.1640625,-96.6796875,445.80078125,277.83203125,-996.58203125
